order_id,user_id,order_placement_time,warehouse_location,warehouse_pin_code,delivery_location,delivery_pin_code,distance,shipping_method,delivery_time,predicted_delivery_time
ORD000064,USR6733,2024-10-28 16:09:26.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,447.52,Standard,1,2024-10-29 14:15:00.000000
ORD000065,USR8281,2024-12-30 04:18:13.350916,Kottayam Depot,686001,Pala Storage,686575,1375.66,Standard,5,2025-01-04 17:30:00.000000
ORD000066,USR8145,2024-12-14 09:27:47.350916,Kottayam Depot,686001,Ranni Storage,689672,483.21,Standard,2,2024-12-16 14:00:00.000000
ORD000067,USR9134,2024-12-14 08:00:50.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,343.76,Standard,1,2024-12-15 14:45:00.000000
ORD000068,USR3015,2024-09-15 08:37:18.350916,Kottayam Depot,686001,Ranni Storage,689672,787.95,Express,2,2024-09-17 09:15:00.000000
ORD000069,USR6019,2024-12-27 23:01:15.350916,Kottayam Depot,686001,Mundakayam Center,686513,989.22,Standard,3,2024-12-30 12:15:00.000000
ORD000070,USR4100,2024-11-09 03:45:34.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,927.17,Express,2,2024-11-11 09:45:00.000000
ORD000071,USR7401,2025-01-10 20:28:22.350916,Kottayam Depot,686001,Pala Storage,686575,520.61,Express,1,2025-01-11 11:00:00.000000
ORD000072,USR3205,2024-09-04 02:01:16.350916,Kottayam Depot,686001,Ranni Storage,689672,772.07,Standard,3,2024-09-07 17:15:00.000000
ORD000073,USR4442,2025-01-25 20:08:10.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,780.31,Standard,3,2025-01-28 14:00:00.000000
ORD000074,USR8569,2024-11-19 15:15:25.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,339.12,Express,1,2024-11-20 16:45:00.000000
ORD000075,USR1817,2024-11-30 15:01:51.350916,Kottayam Depot,686001,Vaikom Depot,686141,1239.19,Express,2,2024-12-02 11:15:00.000000
ORD000076,USR9817,2024-08-22 22:43:54.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,161.12,Express,1,2024-08-23 10:15:00.000000
ORD000077,USR8916,2024-10-19 23:30:28.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,794.99,Express,2,2024-10-21 10:15:00.000000
ORD000078,USR5911,2024-10-11 16:46:08.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,584.74,Standard,2,2024-10-13 16:45:00.000000
ORD000079,USR8887,2024-12-15 16:04:28.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,1106.77,Standard,4,2024-12-19 12:15:00.000000
ORD000080,USR2642,2024-10-17 08:49:09.350916,Kottayam Depot,686001,Vaikom Depot,686141,104.04,Standard,1,2024-10-18 09:00:00.000000
ORD000081,USR7570,2025-01-14 04:34:02.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,448.27,Express,1,2025-01-15 12:30:00.000000
ORD000082,USR3425,2024-11-13 21:21:58.350916,Kottayam Depot,686001,Erumely Depot,686509,642.05,Standard,2,2024-11-15 16:15:00.000000
ORD000083,USR9873,2025-01-17 03:07:57.350916,Kottayam Depot,686001,Erumely Depot,686509,802.13,Standard,3,2025-01-20 10:00:00.000000
ORD000084,USR4795,2024-12-28 00:09:15.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1306.9,Standard,4,2025-01-01 12:00:00.000000
ORD000085,USR7229,2025-01-24 11:08:58.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,393.73,Standard,1,2025-01-25 10:00:00.000000
ORD000086,USR3523,2024-11-24 19:17:44.350916,Kottayam Depot,686001,Pala Storage,686575,64.31,Standard,1,2024-11-25 14:30:00.000000
ORD000087,USR1863,2024-09-29 16:35:29.350916,Kottayam Depot,686001,Mundakayam Center,686513,699.55,Express,1,2024-09-30 09:15:00.000000
ORD000088,USR3870,2024-08-30 15:07:31.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,1278.84,Standard,4,2024-09-03 10:00:00.000000
ORD000089,USR4005,2024-11-14 06:12:12.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,540.54,Express,1,2024-11-15 10:30:00.000000
ORD000090,USR2939,2024-09-13 00:05:56.350916,Kottayam Depot,686001,Vaikom Depot,686141,397.85,Standard,1,2024-09-14 17:30:00.000000
ORD000091,USR8897,2024-10-24 12:56:04.350916,Kottayam Depot,686001,Ranni Storage,689672,543.9,Standard,2,2024-10-26 09:00:00.000000
ORD000092,USR8162,2024-08-23 13:57:42.350916,Kottayam Depot,686001,Kottayam Central,686001,299.82,Express,1,2024-08-24 14:45:00.000000
ORD000093,USR7748,2024-09-10 07:24:30.350916,Kottayam Depot,686001,Kottayam Central,686001,758.02,Express,2,2024-09-12 16:30:00.000000
ORD000094,USR4978,2024-12-28 01:41:40.350916,Kottayam Depot,686001,Pala Storage,686575,888.13,Standard,3,2024-12-31 12:15:00.000000
ORD000095,USR5583,2024-10-06 07:14:33.350916,Kottayam Depot,686001,Mundakayam Center,686513,1317.08,Express,3,2024-10-09 09:15:00.000000
ORD000096,USR4610,2024-10-07 08:51:39.350916,Kottayam Depot,686001,Ranni Storage,689672,385.8,Standard,1,2024-10-08 17:30:00.000000
ORD000097,USR3606,2024-12-29 22:38:45.350916,Kottayam Depot,686001,Erumely Depot,686509,1145.13,Standard,4,2025-01-02 15:30:00.000000
ORD000098,USR1335,2024-12-03 13:50:39.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,1263.94,Standard,4,2024-12-07 10:00:00.000000
ORD000099,USR9263,2025-01-19 13:11:09.350916,Kottayam Depot,686001,Mundakayam Center,686513,129.07,Standard,1,2025-01-20 14:00:00.000000
ORD000100,USR7140,2024-11-12 01:25:20.350916,Kottayam Depot,686001,Kottayam Central,686001,775.07,Standard,3,2024-11-15 17:00:00.000000
ORD000101,USR4379,2024-12-03 07:02:56.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,824.9,Standard,3,2024-12-06 09:45:00.000000
ORD000102,USR4587,2025-01-20 22:31:14.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,900.06,Standard,3,2025-01-23 13:45:00.000000
ORD000103,USR1382,2024-08-26 18:28:15.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,200.02,Standard,1,2024-08-27 17:15:00.000000
ORD000104,USR7470,2024-12-04 13:53:08.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,69.02,Standard,1,2024-12-05 17:15:00.000000
ORD000105,USR4664,2025-02-01 21:57:36.350916,Kottayam Depot,686001,Erumely Depot,686509,339.19,Express,1,2025-02-02 14:15:00.000000
ORD000106,USR7669,2024-08-23 06:38:53.350916,Kottayam Depot,686001,Erumely Depot,686509,439.65,Standard,1,2024-08-24 15:45:00.000000
ORD000107,USR7082,2024-11-24 05:12:43.350916,Kottayam Depot,686001,Pala Storage,686575,409.17,Standard,1,2024-11-25 09:00:00.000000
ORD000108,USR7345,2025-01-03 09:25:56.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,183.27,Express,1,2025-01-04 10:30:00.000000
ORD000109,USR5546,2024-11-30 00:57:32.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,266.75,Standard,1,2024-12-01 09:30:00.000000
ORD000110,USR8580,2024-12-20 18:40:24.350916,Kottayam Depot,686001,Vaikom Depot,686141,1062.01,Standard,4,2024-12-24 09:15:00.000000
ORD000111,USR8773,2024-08-18 21:37:10.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,319.27,Standard,1,2024-08-19 12:00:00.000000
ORD000112,USR1950,2025-02-11 17:54:53.350916,Kottayam Depot,686001,Erumely Depot,686509,1374.18,Standard,5,2025-02-16 09:15:00.000000
ORD000113,USR2982,2024-10-20 23:53:57.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,909.55,Express,2,2024-10-22 11:15:00.000000
ORD000114,USR7703,2024-09-25 01:02:34.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,405.77,Express,1,2024-09-26 11:15:00.000000
ORD000115,USR4722,2024-09-19 19:30:26.350916,Kottayam Depot,686001,Ranni Storage,689672,729.93,Standard,2,2024-09-21 17:45:00.000000
ORD000116,USR9511,2024-12-10 02:08:00.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,1096.05,Express,2,2024-12-12 17:15:00.000000
ORD000117,USR7933,2025-01-24 03:28:34.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,651.05,Express,1,2025-01-25 14:30:00.000000
ORD000118,USR6054,2024-11-02 02:22:45.350916,Kottayam Depot,686001,Pala Storage,686575,430.88,Standard,1,2024-11-03 13:45:00.000000
ORD000119,USR3468,2024-08-18 08:07:04.350916,Kottayam Depot,686001,Mundakayam Center,686513,923.37,Express,2,2024-08-20 10:45:00.000000
ORD000120,USR8970,2024-09-14 20:56:48.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,911.72,Standard,3,2024-09-17 15:30:00.000000
ORD000121,USR1914,2024-10-27 20:07:39.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,734.27,Express,1,2024-10-28 17:45:00.000000
ORD000122,USR9860,2024-10-27 20:23:51.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,465.16,Express,1,2024-10-28 15:30:00.000000
ORD000123,USR6540,2025-01-01 08:05:53.350916,Kottayam Depot,686001,Mundakayam Center,686513,1156.5,Standard,4,2025-01-05 14:45:00.000000
ORD000124,USR2401,2025-01-07 19:49:15.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,229.1,Standard,1,2025-01-08 13:45:00.000000
ORD000125,USR4836,2025-01-23 13:48:23.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,989.09,Standard,3,2025-01-26 17:30:00.000000
ORD000126,USR6848,2024-10-03 01:18:35.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,711.03,Standard,2,2024-10-05 10:15:00.000000
ORD000127,USR5900,2025-02-02 19:36:20.350916,Kottayam Depot,686001,Kottayam Central,686001,593.48,Express,1,2025-02-03 09:00:00.000000
ORD000128,USR5705,2024-09-05 13:46:58.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,1127.01,Express,2,2024-09-07 13:15:00.000000
ORD000129,USR1839,2025-02-05 11:07:27.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,754.52,Standard,3,2025-02-08 15:30:00.000000
ORD000130,USR9564,2024-11-04 05:15:53.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,533.7,Standard,2,2024-11-06 11:00:00.000000
ORD000131,USR4979,2024-11-01 04:33:04.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,676.79,Standard,2,2024-11-03 12:45:00.000000
ORD000132,USR7638,2024-10-27 13:43:12.350916,Kottayam Depot,686001,Ranni Storage,689672,254.67,Standard,1,2024-10-28 13:15:00.000000
ORD000133,USR6110,2024-12-06 02:04:14.350916,Kottayam Depot,686001,Vaikom Depot,686141,783.52,Standard,3,2024-12-09 16:15:00.000000
ORD000134,USR1264,2024-12-25 08:06:03.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,1308.87,Standard,4,2024-12-29 12:15:00.000000
ORD000135,USR3423,2024-09-08 01:32:58.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,1287.62,Express,3,2024-09-11 09:15:00.000000
ORD000136,USR8643,2025-01-21 09:37:12.350916,Kottayam Depot,686001,Mundakayam Center,686513,1169.15,Standard,4,2025-01-25 15:00:00.000000
ORD000137,USR6784,2024-09-15 08:02:27.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,928.19,Standard,3,2024-09-18 16:15:00.000000
ORD000138,USR3417,2024-09-02 12:33:26.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,1401.72,Express,3,2024-09-05 09:00:00.000000
ORD000139,USR8378,2025-01-09 11:39:06.350916,Kottayam Depot,686001,Vaikom Depot,686141,996.28,Standard,3,2025-01-12 16:15:00.000000
ORD000140,USR9366,2024-09-24 11:50:59.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,1137.42,Express,2,2024-09-26 09:00:00.000000
ORD000141,USR7124,2025-01-29 22:20:27.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1468.14,Express,3,2025-02-01 16:30:00.000000
ORD000142,USR7892,2025-01-24 09:30:55.350916,Kottayam Depot,686001,Mundakayam Center,686513,75.07,Standard,1,2025-01-25 11:30:00.000000
ORD000143,USR5765,2024-12-26 05:24:58.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1177.15,Standard,4,2024-12-30 15:15:00.000000
ORD000144,USR2632,2024-09-26 22:14:43.350916,Kottayam Depot,686001,Erumely Depot,686509,1243.53,Standard,4,2024-09-30 10:15:00.000000
ORD000145,USR6805,2024-12-15 23:51:44.350916,Kottayam Depot,686001,Pala Storage,686575,65.23,Standard,1,2024-12-16 15:00:00.000000
ORD000146,USR4869,2024-09-29 14:40:34.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,1001.72,Standard,3,2024-10-02 15:30:00.000000
ORD000147,USR4978,2024-12-31 09:52:53.350916,Kottayam Depot,686001,Ranni Storage,689672,491.39,Standard,2,2025-01-02 11:45:00.000000
ORD000148,USR3024,2024-12-17 09:04:49.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,1324.12,Standard,4,2024-12-21 09:15:00.000000
ORD000149,USR9754,2025-02-10 13:08:33.350916,Kottayam Depot,686001,Pala Storage,686575,990.79,Standard,3,2025-02-13 10:45:00.000000
ORD000150,USR3764,2024-10-30 02:33:34.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,345.05,Standard,1,2024-10-31 10:15:00.000000
ORD000151,USR3193,2024-09-20 17:20:48.350916,Kottayam Depot,686001,Ponkunnam Warehouse,686506,850.72,Express,2,2024-09-22 15:00:00.000000
ORD000152,USR3782,2025-01-13 00:28:17.350916,Kottayam Depot,686001,Ranni Storage,689672,233.45,Standard,1,2025-01-14 12:45:00.000000
ORD000153,USR1328,2024-12-20 15:15:14.350916,Kottayam Depot,686001,Erumely Depot,686509,1142.14,Standard,4,2024-12-24 09:30:00.000000
ORD000154,USR8914,2024-10-08 04:48:57.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1171.34,Standard,4,2024-10-12 10:15:00.000000
ORD000155,USR2763,2024-10-04 01:50:25.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,1200.01,Express,2,2024-10-06 14:15:00.000000
ORD000156,USR1302,2025-02-06 00:32:04.350916,Kottayam Depot,686001,Erumely Depot,686509,595.63,Standard,2,2025-02-08 17:30:00.000000
ORD000157,USR5381,2024-09-28 03:25:49.350916,Kottayam Depot,686001,Pala Storage,686575,1441.06,Standard,5,2024-10-03 14:00:00.000000
ORD000158,USR8978,2024-12-01 14:29:41.350916,Kottayam Depot,686001,Vaikom Depot,686141,678.78,Express,1,2024-12-02 10:15:00.000000
ORD000159,USR5600,2024-12-05 14:27:25.350916,Kottayam Depot,686001,Kottayam Central,686001,1011.23,Standard,3,2024-12-08 12:00:00.000000
ORD000160,USR7370,2024-11-16 07:30:07.350916,Kottayam Depot,686001,Erumely Depot,686509,1144.13,Express,2,2024-11-18 09:45:00.000000
ORD000161,USR8896,2024-08-27 23:54:09.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,1371.0,Standard,5,2024-09-01 14:00:00.000000
ORD000162,USR5842,2024-12-02 18:49:50.350916,Kottayam Depot,686001,Pala Storage,686575,839.67,Standard,3,2024-12-05 09:00:00.000000
ORD000163,USR3850,2024-09-06 08:41:25.350916,Kottayam Depot,686001,Pala Storage,686575,697.13,Standard,2,2024-09-08 15:30:00.000000
ORD000164,USR1613,2024-12-03 03:20:59.350916,Kottayam Depot,686001,Erumely Depot,686509,999.77,Standard,3,2024-12-06 14:00:00.000000
ORD000165,USR3532,2025-02-01 07:56:07.350916,Kottayam Depot,686001,Vaikom Depot,686141,1059.06,Standard,4,2025-02-05 15:45:00.000000
ORD000166,USR9169,2024-11-28 03:26:42.350916,Kottayam Depot,686001,Mundakayam Center,686513,119.73,Express,1,2024-11-29 10:30:00.000000
ORD000167,USR1377,2025-01-11 08:28:25.350916,Kottayam Depot,686001,Kottayam Central,686001,374.65,Standard,1,2025-01-12 09:30:00.000000
ORD000168,USR7364,2024-12-06 21:43:47.350916,Kottayam Depot,686001,Vaikom Depot,686141,1307.71,Standard,4,2024-12-10 16:45:00.000000
ORD000169,USR4780,2025-02-10 22:53:17.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,714.08,Standard,2,2025-02-12 17:00:00.000000
ORD000170,USR1916,2024-12-27 15:48:06.350916,Kottayam Depot,686001,Erumely Depot,686509,884.33,Standard,3,2024-12-30 14:30:00.000000
ORD000171,USR1936,2025-01-25 00:11:55.350916,Kottayam Depot,686001,Ranni Storage,689672,224.69,Standard,1,2025-01-26 12:15:00.000000
ORD000172,USR9648,2024-12-07 04:44:05.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,1106.41,Standard,4,2024-12-11 14:15:00.000000
ORD000173,USR7266,2024-09-30 12:35:22.350916,Kottayam Depot,686001,Kanjirappally Hub,686507,210.62,Standard,1,2024-10-01 17:00:00.000000
ORD000174,USR3811,2025-01-11 00:46:39.350916,Kottayam Depot,686001,Changanassery Warehouse,686101,227.58,Standard,1,2025-01-12 16:15:00.000000
ORD000175,USR7366,2024-09-25 12:01:12.350916,Kottayam Depot,686001,Mundakayam Center,686513,580.12,Standard,2,2024-09-27 12:45:00.000000
ORD000176,USR8552,2024-10-13 02:18:04.350916,Kottayam Depot,686001,Vaikom Depot,686141,1229.93,Standard,4,2024-10-17 16:15:00.000000
ORD000177,USR7704,2024-12-31 03:34:58.350916,Kottayam Depot,686001,Ettumanoor Hub,686631,681.47,Standard,2,2025-01-02 10:30:00.000000
ORD000178,USR1001,2024-12-16 03:49:27.350916,Kottayam Depot,686001,Vaikom Depot,686141,1234.31,Standard,4,2024-12-20 15:30:00.000000
